time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461550000	-24.4799	-6.44775	4.7595	2.27435	-0.605473	radar	7.47195	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5949	-6.33889	4.59548	2.26394	-0.584142	lidar	5.08112	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7388	-6.1563	4.61163	2.23553	-0.579789	radar	0.37701	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9008	-5.93988	4.69173	2.19905	-0.58804	lidar	2.96892	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0434	-5.72913	4.77445	2.1746	-0.564728	radar	3.77378	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1708	-5.56517	4.7055	2.15469	-0.556372	lidar	0.413612	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3188	-5.39374	4.78616	2.16141	-0.469513	radar	5.46672	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4628	-5.15804	4.86529	2.13075	-0.47704	lidar	0.812043	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.5898	-5.03702	4.79821	2.14926	-0.388087	radar	17.4239	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7138	-4.85689	4.75141	2.13436	-0.383302	lidar	0.144098	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.835	-4.644	4.74294	2.10792	-0.400303	radar	0.491335	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9618	-4.38321	4.85592	2.07619	-0.413696	lidar	0.89458	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0454	-4.13331	4.66691	1.98764	-0.602803	radar	32.5972	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1447	-3.84076	4.82592	1.94189	-0.620367	lidar	1.77198	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2147	-3.56793	4.86646	1.86658	-0.73544	radar	8.58022	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2661	-3.31544	4.89656	1.82477	-0.739635	lidar	3.65126	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3198	-3.06588	4.91949	1.78053	-0.75731	radar	0.180888	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3532	-2.84608	4.86748	1.74373	-0.757278	lidar	1.60946	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4063	-2.67026	4.72264	1.73854	-0.676997	radar	6.99045	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4489	-2.52448	4.53754	1.71349	-0.675647	lidar	5.1944	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5075	-2.2979	4.55342	1.71721	-0.562091	radar	10.6672	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5433	-2.10137	4.49256	1.69192	-0.561401	lidar	1.05939	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5881	-1.85902	4.55182	1.69351	-0.467733	radar	8.16851	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6064	-1.60309	4.6143	1.66739	-0.469031	lidar	1.22277	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5966	-1.4097	4.51247	1.61116	-0.570367	radar	9.67324	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6028	-1.17072	4.54244	1.58204	-0.570767	lidar	0.0518264	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6155	-0.976483	4.46187	1.56309	-0.548309	radar	6.75738	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6193	-0.700864	4.58004	1.53561	-0.547277	lidar	1.38485	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.5964	-0.440483	4.68593	1.48496	-0.617157	radar	6.05861	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5666	-0.120298	4.87725	1.45258	-0.615241	lidar	2.729	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.538	0.123255	4.88974	1.4198	-0.623667	radar	2.9912	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5041	0.434703	5.04349	1.39117	-0.617919	lidar	1.95947	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.4906	0.655037	4.8831	1.39611	-0.51149	radar	9.58681	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.4606	0.947779	4.99823	1.37527	-0.504912	lidar	4.22682	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.437	1.26199	5.05351	1.39689	-0.363805	radar	23.4782	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.3925	1.48133	4.9901	1.37728	-0.366473	lidar	0.234405	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3528	1.63549	4.78318	1.36	-0.357481	radar	23.8669	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3055	1.84321	4.72638	1.34139	-0.358821	lidar	0.309076	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2331	2.05607	4.75011	1.29858	-0.433922	radar	4.42547	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.1741	2.24983	4.67337	1.27578	-0.435724	lidar	0.568412	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1162	2.46054	4.58859	1.26802	-0.391227	radar	1.76744	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0435	2.72006	4.6784	1.25146	-0.387129	lidar	0.512061	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9338	2.93701	4.83373	1.18177	-0.539728	radar	18.4345	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8302	3.24399	5.01854	1.16154	-0.530262	lidar	2.03877	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7372	3.48109	5.01498	1.14087	-0.51644	radar	2.85127	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.635	3.68291	4.96085	1.11286	-0.519972	lidar	0.205907	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5256	3.87111	4.89733	1.08176	-0.529834	radar	2.83787	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4337	4.04365	4.79893	1.0529	-0.536053	lidar	4.95501	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3198	4.22831	4.72122	1.02785	-0.526258	radar	1.35657	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.1793	4.46843	4.80894	1.00584	-0.51851	lidar	1.48378	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0554	4.66023	4.66625	0.996654	-0.462262	radar	11.1119	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9326	4.85875	4.67128	0.975001	-0.460976	lidar	0.540533	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7878	5.04734	4.70843	0.944403	-0.480235	radar	2.47463	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6315	5.28081	4.80515	0.927203	-0.469839	lidar	1.18636	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4597	5.44725	4.96999	0.867205	-0.568643	radar	8.18863	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2849	5.63808	4.98455	0.838222	-0.568192	lidar	1.38357	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1198	5.77006	4.973	0.789007	-0.614557	radar	8.1491	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9403	5.94561	4.97753	0.758468	-0.614115	lidar	0.0298941	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.8082	6.12455	4.48734	0.777919	-0.467593	radar	28.0292	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6461	6.28355	4.49364	0.755307	-0.466555	lidar	0.00357787	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4919	6.44001	4.42712	0.740492	-0.444423	radar	1.47693	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2836	6.69257	4.64124	0.74319	-0.4092	lidar	5.92253	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.1123	6.79399	4.58598	0.70267	-0.442866	radar	9.49201	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.908	6.99436	4.70342	0.693438	-0.425136	lidar	2.57295	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.7054	7.11202	4.85396	0.641194	-0.498186	radar	6.78498	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.5047	7.27301	4.88905	0.621162	-0.492128	lidar	0.112977	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2646	7.42087	5.23441	0.568338	-0.575556	radar	11.5749	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0444	7.58693	5.27855	0.548106	-0.565809	lidar	1.66899	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8383	7.82038	5.00747	0.589252	-0.412271	radar	29.0626	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6322	7.95079	4.99378	0.566693	-0.414791	lidar	0.0206366	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4376	8.0721	4.89594	0.550363	-0.397964	radar	2.68832	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2472	8.10333	4.72595	0.502001	-0.431267	lidar	5.43672	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0461	8.28207	4.51287	0.524576	-0.33532	radar	17.859	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8586	8.4091	4.52756	0.513025	-0.330062	lidar	2.25391	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6079	8.54356	4.93894	0.472553	-0.409856	radar	20.5842	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3668	8.68039	4.99877	0.460294	-0.398923	lidar	1.24824	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1618	8.8269	4.7697	0.480367	-0.305965	radar	7.98179	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9677	8.90558	4.70621	0.455389	-0.318081	lidar	0.598252	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7736	9.00755	4.55044	0.452664	-0.280727	radar	2.65385	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5738	9.07545	4.50062	0.428533	-0.292171	lidar	0.99514	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.314	9.2216	4.86038	0.413219	-0.323941	radar	16.8875	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0598	9.32483	4.90546	0.399487	-0.318847	lidar	7.72859	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8476	9.37522	4.90645	0.360191	-0.360686	radar	3.58273	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5951	9.48254	4.96453	0.35009	-0.350322	lidar	1.46342	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.35	9.49019	5.20226	0.2779	-0.463604	radar	17.4069	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.043	9.63898	5.37725	0.283359	-0.427882	lidar	4.53115	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7858	9.77714	5.11937	0.3135	-0.315359	radar	14.995	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.515	9.88392	5.19017	0.308714	-0.301184	lidar	1.50829	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2561	9.96637	5.27829	0.288827	-0.318613	radar	1.13211	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9763	10.0803	5.36438	0.287356	-0.301323	lidar	0.75724	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7164	10.1557	5.36484	0.273181	-0.299374	radar	0.191235	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4557	10.2406	5.38612	0.262839	-0.294474	lidar	0.404186	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1839	10.325	5.44107	0.252013	-0.293226	radar	0.7569	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9568	10.3296	5.3138	0.215958	-0.318012	lidar	1.52405	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7057	10.3978	5.18857	0.214339	-0.281846	radar	1.70962	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5006	10.3739	5.03058	0.172461	-0.315004	lidar	2.49275	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1711	10.4582	5.54228	0.152011	-0.363718	radar	23.1555	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.906	10.487	5.51865	0.12957	-0.369103	lidar	0.0704379	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6827	10.5239	5.00588	0.147562	-0.257571	radar	28.2615	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4727	10.4853	4.87454	0.107274	-0.290306	lidar	4.02304	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2081	10.5157	5.02079	0.0897294	-0.305893	radar	2.15462	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8857	10.645	5.22442	0.118078	-0.251442	lidar	5.78873	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6128	10.7337	5.07046	0.151078	-0.157203	radar	6.60291	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3879	10.7249	4.98568	0.125338	-0.178248	lidar	1.6993	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1266	10.7406	5.15294	0.0970533	-0.226933	radar	3.38927	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8545	10.8047	5.21845	0.100544	-0.210164	lidar	2.65016	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5634	10.8842	5.23363	0.120324	-0.159122	radar	3.99165	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3525	10.8445	5.08484	0.0845734	-0.191328	lidar	3.2559	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0909	10.8868	5.03699	0.0907719	-0.159294	radar	1.09413	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8405	10.9241	5.05246	0.0876129	-0.154345	lidar	1.29429	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5533	10.9665	5.17575	0.0856831	-0.155093	radar	4.63437	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3295	10.9594	5.093	0.0651993	-0.170366	lidar	0.926496	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.107	10.8435	5.48004	-0.047411	-0.393063	radar	41.7043	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.8086	10.8305	5.52355	-0.0632243	-0.38715	lidar	3.10975	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5594	10.8259	5.22998	-0.0634423	-0.33127	radar	6.26385	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3125	10.805	5.20639	-0.0827136	-0.335341	lidar	0.729776	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0506	10.8724	4.68084	-0.0277614	-0.170774	radar	35.9787	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.79164	10.9031	4.75021	-0.0205529	-0.151921	lidar	2.14961	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.62907	10.8229	4.63276	-0.0696579	-0.21352	radar	10.1007	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.35413	10.8523	4.74191	-0.0590516	-0.188202	lidar	2.04926	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.15211	10.8101	4.61106	-0.0779484	-0.192025	radar	3.59711	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.86447	10.8483	4.75152	-0.0601739	-0.159256	lidar	3.20749	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.68903	10.7752	4.60331	-0.0969033	-0.193877	radar	9.59354	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.50326	10.7212	4.5053	-0.123536	-0.214357	lidar	1.10168	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.23453	10.7453	4.48637	-0.100034	-0.157028	radar	6.38641	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.88017	10.8138	4.76803	-0.0544102	-0.0904026	lidar	10.187	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.60482	10.8357	4.77173	-0.028023	-0.0337412	radar	3.30667	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.32491	10.8485	4.86154	-0.0169399	-0.0187617	lidar	1.59591	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.08119	10.8764	4.75364	0.0157523	0.0563997	radar	5.20509	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015
