time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.2294	18.4759	4.70626	3.8415	0.429872	radar	5.8303	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.10686	18.3229	4.62179	3.88123	0.454031	lidar	2.57688	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.87106	18.144	5.20682	3.9069	0.493856	radar	23.6733	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.6063	17.9879	5.31036	3.89896	0.452748	lidar	3.11331	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.44929	17.8422	4.86941	3.89713	0.380521	radar	19.5294	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.22501	17.6861	4.9383	3.89691	0.356864	lidar	0.869469	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.02332	17.4976	5.24975	3.92743	0.399681	radar	8.99507	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.8501	17.34	5.22448	3.94581	0.399998	lidar	11.1111	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.73049	17.124	5.31442	4.00256	0.461846	radar	5.77806	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55152	16.9319	5.32218	4.02093	0.456856	lidar	1.12012	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.40216	16.773	4.77697	4.01994	0.38891	radar	18.2029	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24384	16.6038	4.78068	4.03416	0.383696	lidar	2.5052	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.05007	16.4253	4.73272	4.0301	0.346729	radar	5.29173	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.90255	16.2326	4.73637	4.04876	0.347758	lidar	0.77272	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.75394	16.0524	4.70257	4.06149	0.339409	radar	0.630071	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5571	15.8827	4.76573	4.05368	0.309766	lidar	2.79459	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45475	15.6497	5.12502	4.11581	0.400872	radar	12.1032	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27384	15.4389	5.17528	4.11994	0.381283	lidar	0.518713	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.09143	15.2466	5.04969	4.11126	0.334636	radar	3.99706	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.881134	15.0398	5.13789	4.09965	0.299618	lidar	1.64552	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.746899	14.8548	4.9016	4.10261	0.265545	radar	5.96988	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.646392	14.655	4.84816	4.13124	0.28436	lidar	0.636755	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.547314	14.4155	5.16891	4.17991	0.35225	radar	9.44336	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.368042	14.194	5.23254	4.1769	0.327066	lidar	0.842168	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.216235	13.9404	5.57027	4.20368	0.363904	radar	7.35156	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.197717	13.6945	5.42493	4.26918	0.422131	lidar	4.37923	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0791189	13.4492	5.45692	4.28914	0.422449	radar	0.457285	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0791495	13.2048	5.50817	4.28947	0.396689	lidar	1.09843	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.217377	12.99	5.14436	4.27878	0.333273	radar	9.63302	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.212332	12.7682	5.01356	4.34122	0.391465	lidar	5.50253	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.355582	12.5496	4.8353	4.33039	0.34252	radar	6.24956	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.453032	12.327	4.84258	4.34338	0.337429	lidar	0.0959037	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.600929	12.1065	4.88603	4.3318	0.301052	radar	5.17435	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.658563	11.8901	4.84805	4.36011	0.318384	lidar	1.41321	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.824425	11.6578	4.93852	4.33859	0.271286	radar	5.56091	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.984611	11.423	5.0114	4.31993	0.230478	lidar	2.18929	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.07611	11.2089	4.77719	4.31821	0.195353	radar	4.88773	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22594	10.9878	4.84464	4.30141	0.162774	lidar	1.80807	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27952	10.7363	5.18279	4.35283	0.247658	radar	10.2406	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.4045	10.4858	5.23218	4.34984	0.22846	lidar	0.739569	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.51175	10.2253	5.37133	4.36077	0.236285	radar	1.68598	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59936	9.98974	5.35273	4.37367	0.238796	lidar	2.92246	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68032	9.76322	5.1008	4.37542	0.207705	radar	4.47667	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.74937	9.53623	5.07096	4.39178	0.216001	lidar	1.52542	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90832	9.26927	5.33406	4.37483	0.192261	radar	6.7108	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.99067	9.00283	5.341	4.38688	0.194332	lidar	2.6888	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0612	8.7804	5.08195	4.3875	0.161478	radar	6.06925	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14974	8.53821	5.09407	4.39206	0.157126	lidar	0.0426029	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.32734	8.26731	5.29204	4.36035	0.111223	radar	6.68837	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.36709	8.0377	5.20494	4.38765	0.139019	lidar	2.00509	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37148	7.82903	5.01873	4.42456	0.172865	radar	9.57192	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.47373	7.58189	5.0716	4.41984	0.156372	lidar	0.860104	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.69101	7.32382	4.99975	4.34704	0.023855	radar	16.4307	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.78539	7.08754	5.01025	4.34608	0.0210189	lidar	0.03856	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.78169	6.86817	5.06246	4.40958	0.134857	radar	7.61051	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.82395	6.65262	4.97698	4.4297	0.152058	lidar	2.70374	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.84249	6.46556	4.55231	4.43849	0.121026	radar	10.9893	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.90429	6.24508	4.55511	4.44421	0.120522	lidar	0.0113361	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06777	5.96234	4.9306	4.41488	0.0897441	radar	12.1633	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1567	5.70696	4.98183	4.41151	0.0785385	lidar	1.5661	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29796	5.45175	4.94356	4.36493	-0.0192495	radar	5.18331	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39537	5.20646	4.98515	4.35853	-0.0263073	lidar	0.59049	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.42942	4.97802	5.03	4.40288	0.069302	radar	4.40061	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.54034	4.70783	5.14853	4.39384	0.0551687	lidar	3.07948	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68487	4.44188	5.13689	4.34603	-0.0530866	radar	7.66546	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81105	4.17507	5.25589	4.33238	-0.0647925	lidar	2.79988	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.86239	3.94803	5.21241	4.37051	0.0307392	radar	4.92268	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.94094	3.71078	5.177	4.37411	0.0319896	lidar	0.27541	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.03243	3.50893	5.00163	4.34595	-0.0570372	radar	9.86804	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.12726	3.26808	5.02859	4.3422	-0.0574559	lidar	0.150992	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26952	2.98228	5.2254	4.31463	-0.110258	radar	3.25194	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37436	2.72079	5.28017	4.30966	-0.108481	lidar	1.55411	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44868	2.48784	5.18141	4.33167	-0.0351923	radar	3.1945	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55365	2.22746	5.24654	4.33099	-0.0299782	lidar	1.1115	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.68324	1.98383	5.37005	4.28525	-0.160962	radar	13.3182	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.80406	1.71356	5.45275	4.28031	-0.151658	lidar	1.84429	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92826	1.44929	5.52592	4.27128	-0.156209	radar	0.274185	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-5.02331	1.21464	5.45291	4.262	-0.166495	lidar	6.26972	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.10235	1.04488	5.04958	4.26466	-0.122279	radar	7.75628	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.19137	0.82037	5.01578	4.25895	-0.127022	lidar	5.34312	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.30461	0.476751	5.30528	4.28435	-0.0613786	radar	15.2523	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.39807	0.238179	5.28004	4.28152	-0.0646568	lidar	3.58523	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.48745	0.0315762	4.9371	4.29653	0.00330377	radar	12.1346	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.57	-0.200048	4.93373	4.29978	0.0061142	lidar	3.46103	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.68962	-0.342558	4.90173	4.25881	-0.0846876	radar	7.52555	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.80222	-0.543277	4.86561	4.24749	-0.0970843	lidar	0.634642	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.93371	-0.80625	5.33733	4.22922	-0.154013	radar	16.7499	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-6.04299	-1.08011	5.40015	4.23702	-0.128038	lidar	3.21575	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.13005	-1.39789	5.40246	4.27286	-0.0453298	radar	9.85705	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.25031	-1.62098	5.36529	4.26194	-0.0599853	lidar	0.686034	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.39661	-1.87678	5.7757	4.23544	-0.131478	radar	13.0252	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.51639	-2.1399	5.78257	4.23355	-0.124681	lidar	1.48624	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.65906	-2.30773	5.36673	4.20784	-0.13531	radar	10.8992	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.79353	-2.52608	5.3402	4.19424	-0.146434	lidar	0.343715	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.94488	-2.7279	5.33561	4.17069	-0.174219	radar	1.48994	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-7.05412	-2.99344	5.38449	4.18177	-0.143907	lidar	3.88355	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.17765	-3.21808	5.21541	4.18125	-0.124329	radar	1.7264	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.30373	-3.42182	5.18273	4.16826	-0.13553	lidar	2.78019	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.42447	-3.69413	5.27538	4.18329	-0.103301	radar	4.90144	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.57727	-3.85037	5.18261	4.14629	-0.151795	lidar	7.14406	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.72677	-4.05859	5.26219	4.12927	-0.17037	radar	1.50795	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.87178	-4.28061	5.26606	4.12207	-0.168378	lidar	0.0186954	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.01402	-4.50309	5.2299	4.11795	-0.16023	radar	0.256381	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.16188	-4.72893	5.2423	4.11357	-0.15481	lidar	0.422081	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.29688	-4.91842	4.90765	4.10863	-0.137838	radar	6.09197	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.42702	-5.12491	4.91085	4.10616	-0.131733	lidar	0.422911	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.60103	-5.25094	4.76318	4.06359	-0.179717	radar	6.70217	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.7578	-5.44114	4.76835	4.05182	-0.183269	lidar	1.44425	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.91605	-5.63758	4.91826	4.04028	-0.190173	radar	1.36424	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06793	-5.82713	4.91553	4.03049	-0.190629	lidar	0.0830598	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.23402	-5.96026	4.72175	3.99871	-0.217003	radar	7.66235	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.40678	-6.08458	4.67686	3.96176	-0.252519	lidar	3.9979	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.57704	-6.26645	4.81104	3.94984	-0.253234	radar	1.68762	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.71917	-6.47305	4.82921	3.95794	-0.22572	lidar	0.956539	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.96093	-6.58916	5.06492	3.89681	-0.296797	radar	14.8452	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1491	-6.76848	5.07216	3.88411	-0.293819	lidar	0.47462	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3452	-6.92391	5.09141	3.861	-0.305157	radar	0.886863	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5462	-7.1096	5.11004	3.85124	-0.297544	lidar	3.77408	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.774	-7.22368	5.10037	3.80636	-0.336563	radar	3.6299	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9881	-7.39447	5.11741	3.79231	-0.332467	lidar	4.04412	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1843	-7.53114	4.96592	3.77092	-0.338955	radar	1.84182	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3472	-7.70662	4.95919	3.77726	-0.309644	lidar	3.29601	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5586	-7.82079	4.91164	3.74597	-0.329846	radar	2.18309	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7451	-7.95346	4.89823	3.73192	-0.327128	lidar	3.07931	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9435	-8.0515	4.60949	3.70049	-0.348181	radar	4.61584	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.142	-8.15876	4.60528	3.67708	-0.355786	lidar	0.376269	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3815	-8.2858	5.10953	3.65878	-0.349743	radar	13.9142	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5965	-8.39602	5.0985	3.6376	-0.354586	lidar	2.30475	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.8105	-8.46137	4.67308	3.59408	-0.394433	radar	10.4366	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0479	-8.55105	4.69139	3.56319	-0.407962	lidar	3.27357	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3035	-8.63623	4.99778	3.53506	-0.409686	radar	7.9146	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.532	-8.71048	4.99166	3.50731	-0.418829	lidar	1.91205	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7633	-8.72654	4.60154	3.44586	-0.482483	radar	11.7716	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.963	-8.83819	4.58618	3.44608	-0.452739	lidar	1.39165	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2226	-8.9272	5.11239	3.43882	-0.415182	radar	15.5735	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4414	-9.04894	5.08715	3.4454	-0.381984	lidar	1.18459	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6618	-9.12452	4.85807	3.42636	-0.389907	radar	3.17337	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9334	-9.1354	4.89826	3.37487	-0.428601	lidar	1.54739	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.174	-9.21215	4.93475	3.36423	-0.413653	radar	4.94371	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4131	-9.31108	4.92658	3.36396	-0.389089	lidar	6.33348	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.648	-9.33726	4.68489	3.32677	-0.421514	radar	4.53041	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.88	-9.40999	4.68087	3.3191	-0.40547	lidar	3.74937	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1432	-9.40037	4.74423	3.27206	-0.436646	radar	5.17609	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.3903	-9.40863	4.76126	3.23937	-0.449617	lidar	0.163354	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6096	-9.43604	4.71159	3.22174	-0.445846	radar	4.16823	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.8794	-9.41703	4.76222	3.17792	-0.471324	lidar	2.78039	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.0911	-9.53565	4.92522	3.22142	-0.373577	radar	20.8868	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.3593	-9.53551	4.95909	3.19135	-0.387142	lidar	1.75752	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6141	-9.51313	4.82021	3.14955	-0.424623	radar	4.67217	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.8786	-9.47544	4.86456	3.10875	-0.447809	lidar	0.69875	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1269	-9.43219	4.77679	3.06469	-0.483286	radar	1.73096	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3327	-9.47399	4.70358	3.07194	-0.446504	lidar	1.42553	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.5692	-9.48713	4.90149	3.07563	-0.397815	radar	4.53356	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8243	-9.46606	4.91581	3.05324	-0.400843	lidar	0.921568	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.0702	-9.43077	4.97445	3.03146	-0.398326	radar	3.41209	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3467	-9.31823	5.06536	2.97344	-0.442986	lidar	2.98716	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5957	-9.20759	4.85926	2.90345	-0.529283	radar	7.06065	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8539	-9.09093	4.93258	2.85168	-0.558488	lidar	1.06571	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1191	-8.94935	5.06568	2.79723	-0.583334	radar	12.5273	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2641	-9.08846	4.72866	2.86533	-0.474146	lidar	17.5303	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4913	-9.06597	4.82901	2.86906	-0.427271	radar	5.23082	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7244	-8.9804	4.84838	2.84058	-0.435406	lidar	0.421993	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9678	-8.87146	4.82637	2.79875	-0.46777	radar	4.4015	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1706	-8.82233	4.76397	2.79054	-0.449933	lidar	1.24915	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3991	-8.72023	4.72365	2.75517	-0.474018	radar	2.59626	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5833	-8.71038	4.59676	2.76509	-0.434799	lidar	2.15454	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7895	-8.54032	4.37604	2.68684	-0.539384	radar	17.3566	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9726	-8.47998	4.31939	2.67546	-0.521159	lidar	0.52189	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1921	-8.38195	4.62767	2.67727	-0.445879	radar	11.4373	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4077	-8.28285	4.631	2.65736	-0.443423	lidar	1.6997	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5954	-8.18452	4.52225	2.63205	-0.459329	radar	2.09001	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8412	-7.93668	4.75181	2.55683	-0.519531	lidar	5.94591	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0238	-7.77318	4.56548	2.48864	-0.616094	radar	9.7026	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.231	-7.5906	4.65557	2.44308	-0.63268	lidar	3.08898	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4278	-7.49644	4.84774	2.47928	-0.482056	radar	15.3818	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6092	-7.35527	4.82298	2.4585	-0.478497	lidar	0.234733	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8065	-7.17361	4.90222	2.42879	-0.479719	radar	2.43606	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9672	-7.09157	4.74918	2.43003	-0.452596	lidar	1.9619	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1441	-6.87849	4.71934	2.37459	-0.515757	radar	7.2722	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3263	-6.62955	4.86887	2.32335	-0.543868	lidar	2.56011	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
